-24.79	15.57	-0.45	4.30	12.99	-4.44	1.39	-0.62	2.90	1.73	3.34	-3.39	0.57
-23.38	10.71	-1.86	4.32	10.74	-8.39	-0.19	-4.26	-5.00	-2.71	-3.39	-3.57	-2.39
-21.88	9.95	3.60	4.33	5.44	-8.60	-3.15	-1.96	-3.16	-5.21	-0.75	-0.04	-1.61
-19.15	8.49	2.62	12.16	5.64	-10.52	-5.69	-4.84	-6.47	-4.44	-7.16	-0.74	-2.34
-20.85	5.82	0.20	11.70	7.19	-8.80	-4.28	-3.21	-5.93	-4.02	-8.86	-1.28	-1.81
-18.40	10.89	3.84	8.52	4.65	-5.35	-1.25	-3.99	-6.01	-4.84	-8.02	-7.65	-7.12
-5.36	4.54	-2.53	-1.62	-4.99	-4.58	-1.71	-0.87	-2.88	-1.74	0.50	-1.98	-2.37
1.03	8.62	-2.70	-1.14	0.45	-8.40	-6.43	-2.54	-3.61	-2.15	-1.48	1.95	-2.16
-1.43	0.57	-2.25	-1.44	0.85	-6.32	-5.47	-3.27	-3.40	-0.37	3.22	-7.39	-5.27
-0.18	-4.16	-5.06	-1.52	1.86	-2.75	1.78	1.52	-1.23	-0.30	3.39	-2.34	-3.89
-4.56	-1.93	0.47	-0.57	-2.81	-7.26	1.34	6.28	0.80	0.65	1.13	-2.80	-3.84
-6.13	-4.91	0.26	2.32	-2.06	-3.87	4.49	3.76	-0.17	1.25	2.59	-7.06	-3.88
-4.78	-5.95	0.14	5.08	1.20	-0.86	-0.49	-2.29	-1.35	2.33	4.83	0.13	0.02
-5.22	-1.26	1.01	4.88	6.91	1.79	-2.63	2.83	1.36	1.68	4.84	1.74	2.96
-10.03	1.83	2.57	4.63	1.94	-3.76	-4.05	0.63	1.60	-1.52	-3.33	0.51	2.98
-12.94	-4.50	-2.57	-0.67	-1.29	-4.74	-4.30	-0.90	-0.34	-0.89	-0.32	0.31	0.87
-7.70	3.16	1.70	7.01	4.17	-1.34	-2.95	-4.90	-0.75	-3.88	-0.57	0.56	-2.76
-1.61	3.53	-0.15	2.81	-3.91	-5.62	1.01	-2.46	1.14	1.92	0.41	-3.00	-3.53
-0.60	3.91	2.29	4.64	3.84	-7.50	-7.07	-6.89	-4.56	-2.90	3.29	-3.52	-4.53
3.17	-1.89	-1.63	2.31	1.44	-7.27	-1.11	-2.82	-8.60	-2.80	2.87	-1.61	-1.36
6.19	-9.01	-3.17	-2.31	-10.42	-6.77	1.65	0.76	-6.98	0.18	8.36	2.44	0.50
2.90	-14.43	-2.20	-2.42	-2.69	-2.79	-0.13	2.48	-7.37	1.69	9.19	-0.49	-3.14
-0.88	-12.90	-3.56	-7.44	-8.02	-1.01	-0.16	-1.95	-3.79	2.22	4.99	-1.16	-3.23
7.25	-18.09	-2.53	-8.75	-4.87	1.24	0.10	2.48	-2.36	2.58	9.76	5.20	1.69
7.69	-14.30	-2.77	-13.90	-3.67	6.24	-3.68	1.11	1.06	-1.71	9.22	6.57	-1.10
5.16	-13.79	-4.09	-11.43	-3.70	3.45	-0.91	3.50	3.35	0.63	5.51	4.99	-0.85
5.22	-14.34	-1.24	-11.55	-2.13	3.64	-3.78	0.99	-1.48	-5.58	4.38	2.84	-0.62
9.22	-12.65	0.17	-8.11	0.54	8.37	4.61	3.20	-1.17	-8.14	0.18	4.44	-0.87
1.46	-9.86	-1.01	-13.18	-4.43	5.11	1.11	-1.22	-1.30	-3.39	7.62	5.79	0.23
3.43	-7.07	1.21	-6.94	-1.87	4.63	5.33	2.46	3.13	2.26	5.64	0.94	-2.13
-0.94	-8.44	-5.23	-11.32	-6.00	2.69	2.84	-0.83	-1.39	-1.16	2.38	3.67	2.54
